Product-id,Seller-id,Product-SKU,Product-Title,Product-Brand,Author,URL,img_URL,Regular-Price,Final-Price,Comment,TIKI-NOW,Rating,Installment,Page,Location
28306667,42496572,2313727750256,Võng dù,OEM,,https://tiki.vn/vong-du-p28306667.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/86/46/24/efa369f2eb3c6a0c996ab5d174c5cb6e.jpg,190.000đ,95.000đ                                            -50%,3 nhận xét,YES,54%,,12,3
21037209,68034654,3218668465414,"Túi đựng đồ lót, tất vớ 2 mặt nhiều ngăn có móc treo",OEM,,https://tiki.vn/tui-dung-do-lot-tat-vo-2-mat-nhieu-ngan-co-moc-treo-p21037209.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/cc/75/e7/a90c646e6db5d62b781473f1554e98e6.jpg,126.000đ,59.000đ                                            -53%,22 nhận xét,YES,84%,,12,4
32060289,32060293,9749297158070,Gấu bông Hamster kèm mền 3 trong 5,OEM,,https://tiki.vn/gau-bong-hamster-kem-men-3-trong-5-p32060289.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/94/31/e7/05307a76bfd354bf2656456aa77f6537.jpg,280.000đ,220.000đ                                            -21%,7 nhận xét,YES,80%,,12,5
23566010,23566018,1074740240803,Bộ vỏ chăn ga gối cotton poly - PL30,DULCETT,,https://tiki.vn/bo-vo-chan-ga-goi-cotton-poly-pl30-p23566010.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/44/a2/08/7594c4eaca3254b6edee56d0ae8f0e66.jpg,2.600.000đ,275.000đ                                            -89%,20 nhận xét,YES,66%,,12,6
45099796,54005847,4433349399515,Combo 3 cặp Áo gối nằm cotton nhung 40x60cm - Giao ngẫu nhiên,OEM,,https://tiki.vn/combo-3-cap-ao-goi-nam-cotton-nhung-40x60cm-giao-ngau-nhien-p45099796.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/71/61/38/a62dda06caea393348c69957679ff8ee.jpg,159.000đ,110.000đ                                            -31%,8 nhận xét,YES,84%,,12,7
55160255,55160257,8925271874698,Vỏ Gối Ôm Trơn Màu Cotton 100% Tự Nhiên,OEM,,https://tiki.vn/vo-goi-om-tron-mau-cotton-100-tu-nhien-p55160255.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/a0/2d/9b/7a57129bb41a391baac75dd6eee5a8ef.JPG,150.000đ,150.000đ,5 nhận xét,YES,84%,,12,8
10321982,29628468,9011774532124,"Võng mùng du lịch, chất liệu dù 2.5m-LE30 ",OEM,,https://tiki.vn/vong-mung-du-lich-chat-lieu-du-2-5m-le30-p10321982.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/56/84/ed/193bac379087cfdfb466635ac448d5de.jpg,425.000đ,189.000đ                                            -56%,12 nhận xét,YES,88%,,12,9
10840926,68542186,8696442082845,Đai gối hơi tựa cổ hỗ trợ điều trị kéo giãn đốt sống cổ mã 08,OEM,,https://tiki.vn/dai-goi-hoi-tua-co-ho-tro-dieu-tri-keo-gian-dot-song-co-ma-08-p10840926.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/93/cb/49/b87e3694ebd12add0b6e4134a4d8b120.jpg,250.000đ,234.500đ                                            -6%,9 nhận xét,YES,80%,,12,10
32875239,32875243,1717429168547,Áo nệm cho bé Liên Á,Liên Á,,https://tiki.vn/ao-nem-cho-be-lien-a-p32875239.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5b/15/86/e79a5cbb610267bb45f6b85f6ed5a6c5.png,165.000đ,137.000đ                                            -17%,2 nhận xét,YES,80%,,12,11
4482821,50067431,9126067360497,Gối cao su non chống ngáy Cao Cấp,OEM,,https://tiki.vn/goi-cao-su-non-chong-ngay-cao-cap-p4482821.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/f0/08/9a/244557a3843354711faeac3c33e831f4.jpg,219.000đ,88.947đ                                            -59%,57 nhận xét,YES,70%,,12,12
20540755,20540757,9943451956087,Niệm Cao Su Non AMERICA CAO CẤP Nhiều Size,Nệm Thắng Lợi,,https://tiki.vn/niem-cao-su-non-america-cao-cap-nhieu-size-p20540755.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/df/17/65/ac5329e2ab0dbf83b4fddd1fd7056a5c.jpg,1.100.000đ,1.100.000đ,3 nhận xét,YES,100%,,12,13
50431959,56302988,6948950839681,Bộ Drap Cotton May Từ Vải Cotton Thắng Lợi mẫu tam giác (4 Món),OEM,,https://tiki.vn/bo-drap-cotton-may-tu-va-i-cotton-tha-ng-lo-i-ma-u-tam-gia-c-4-mon-p50431959.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/30/09/18/a66ea25778735278424895d00633001e.jpg,470.000đ,257.000đ                                            -45%,7 nhận xét,YES,66%,,12,14
